sseqid	sseq_name
KJ185399.1	Homo sapiens isolate ZAM429 mitochondrion, complete genome
NG_028182.2	Homo sapiens capicua transcriptional repressor pseudogene 15 (CICP15) on chromosome 5
AC239385.2	Chlorocebus aethiops BAC clone CH252-172L16 from chromosome 9, complete sequence
JQ583053.1	Uncultured bacterium clone H04 16S ribosomal RNA gene, partial sequence
KJ895174.1	Synthetic construct Homo sapiens clone ccsbBroadEn_04568 GGTLC1 gene, encodes complete protein
AK299012.1	Homo sapiens cDNA FLJ56133 complete cds, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
XR_005476201.1	PREDICTED: Salvelinus namaycush 5S ribosomal RNA (LOC120042666), rRNA
X06100.1	Brachionus plicatilis 5S ribosomal RNA
OL662812.1	Deefgea sp. strain RT2M 16S ribosomal RNA gene, partial sequence
CP047289.1	Falsirhodobacter sp. PG104 chromosome, complete genome
XR_006610568.1	PREDICTED: Hordeum vulgare subsp. vulgare 28S ribosomal RNA (LOC123400281), rRNA
AC199128.4	Pan troglodytes BAC clone CH251-38C8 from chromosome x, complete sequence
KJ913532.1	Macaca mulatta isolate Rh23717 clone 4798-2 major histocompatibility complex-B genomic sequence
OA988006.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00195783)
AC000026.3	Homo sapiens Chromosome 22q12 BAC Clone 58b8 In Meningioma Deletion Region, complete sequence
CP083464.1	Cyberlindnera sargentensis strain SHA 17.2 chromosome I
OA987711.1	Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00175612)
MT730827.1	Triparticalcar sp. isolate JEL0814 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
AC211429.4	Homo sapiens BAC clone CH17-52D20 from chromosome 7, complete sequence
XM_003980278.6	PREDICTED: Felis catus high mobility group box 1 (HMGB1), mRNA
DQ832191.1	Rhodosporidium toruloides AFTOL-ID 1547 25S large subunit ribosomal RNA gene, partial sequence
AC104186.2	Homo sapiens chromosome 3 clone RP11-391M1, complete sequence
AL163279.2	Homo sapiens chromosome 21 segment HS21C079
JQ964323.1	Chaetomium globosum strain WFWML4 18S ribosomal RNA gene, partial sequence
XM_045422770.1	Blastomyces dermatitidis ER-3 tropomyosin (BDCG_07007), mRNA
XM_045394209.1	PREDICTED: Macaca fascicularis acyl-CoA synthetase long chain family member 6 (ACSL6), transcript variant X3, mRNA
NM_001161347.1	Homo sapiens checkpoint with forkhead and ring finger domains (CHFR), transcript variant 5, mRNA
XM_005543721.3	PREDICTED: Macaca fascicularis Y-box binding protein 1 (YBX1), transcript variant X2, mRNA
AC005482.2	Homo sapiens PAC clone RP4-736H5 from 7, complete sequence
GU001166.1	Planomonas sp. 3b 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
BC093052.1	Homo sapiens actin, alpha 2, smooth muscle, aorta, mRNA (cDNA clone MGC:111131 IMAGE:30351093), complete cds
XR_006532659.1	PREDICTED: Equus asinus elongation factor 1-alpha 1-like (LOC123288990), misc_RNA
AY284733.1	Tripyla sp. JH-2004 isolate TripSp2 18S small subunit ribosomal RNA gene, partial sequence
XM_003930638.3	PREDICTED: Saimiri boliviensis boliviensis cubilin (CUBN), mRNA
XM_045448732.1	PREDICTED: Leopardus geoffroyi chromodomain helicase DNA binding protein 2 (CHD2), transcript variant X1, mRNA
XM_039470055.1	PREDICTED: Saimiri boliviensis boliviensis fibronectin 1 (FN1), transcript variant X15, mRNA
AY216931.1	Glaucocystis nostochinearum 26S ribosomal RNA gene, partial sequence
CP000252.1	Syntrophus aciditrophicus SB, complete genome
XM_037827363.1	PREDICTED: Choloepus didactylus peroxiredoxin 1 (PRDX1), mRNA
XM_045454049.1	PREDICTED: Leopardus geoffroyi tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta (YWHAZ), transcript variant X8, mRNA
AC011895.4	Homo sapiens BAC clone RP11-126L15 from 7, complete sequence
KJ890812.1	Synthetic construct Homo sapiens clone ccsbBroadEn_00206 CALD1 gene, encodes complete protein
AC090286.16	Homo sapiens chromosome 17, clone RP11-28B23, complete sequence
CP089224.1	Mycobacterium ostraviense strain FDAARGOS_1613 chromosome, complete genome
GU926446.1	Uncultured bacterium clone F5K2Q4C04IEOO7 23S ribosomal RNA gene, partial sequence
CP068171.1	Chryseobacterium sp. FDAARGOS 1104 strain FDAARGOS_1104 chromosome, complete genome
JQ702335.1	Homo sapiens clone 12057 mitochondrion, complete genome
XM_045084771.1	PREDICTED: Mustela putorius furo heat shock protein 90 beta family member 1 (HSP90B1), mRNA
LK013878.1	TPA: Psychrobacter cryohalolentis K5 tRNA-Leu-TAG-1-1 gene
AC186036.3	Pan troglodytes BAC clone CH251-675M4 from chromosome 2, complete sequence
MT793622.1	Errazurizia multifoliolata voucher 34 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
XM_039465624.1	PREDICTED: Saimiri boliviensis boliviensis cellular communication network factor 2 (CCN2), mRNA
MZ973133.1	Uncultured bacterium clone 142 16S ribosomal RNA gene, partial sequence
HG994411.1	Canis lupus genome assembly, chromosome: 31
AC025223.6	Homo sapiens BAC clone CTD-2053H7 from 2, complete sequence
AC205918.3	Pongo abelii BAC clone CH276-489N3 from chromosome unknown, complete sequence
AC008949.9	Homo sapiens chromosome 5 clone CTD-2335O24, complete sequence
KJ760332.1	Uncultured eukaryote clone SGYS763 18S ribosomal RNA gene, partial sequence
EF417271.1	Aphyosemion celiae strain C03/18 isolate CEL_941 large subunit ribosomal RNA gene, partial sequence
AC280210.1	Gorilla gorilla chromosome unknown clone CH277-533M8, complete sequence
AC194531.3	Pan troglodytes BAC clone CH251-680G12 from chromosome 16, complete sequence
NG_001149.3	Homo sapiens iduronate 2-sulfatase pseudogene 1 (IDSP1) on chromosome X
AC011349.5	Homo sapiens chromosome 5 clone CTC-303P24, complete sequence
NG_009319.2	Homo sapiens activating transcription factor 4 pseudogene 3 (ATF4P3) on chromosome 17
FN690501.1	Uncultured fungus partial 18S rRNA gene, clone 3b-D8
LR744053.1	Scyliorhinus canicula genome assembly, chromosome: 24
MT410883.1	Phoca vitulina mitochondrion, partial genome
AC243651.3	Homo sapiens BAC clone CH17-204L16 from chromosome unknown, complete sequence
XM_024558790.2	PREDICTED: Desmodus rotundus L-lactate dehydrogenase A chain (LOC112303278), transcript variant X2, mRNA
GU568026.1	Uncultured gamma proteobacterium HF4000_48J03 genomic sequence
AP023749.1	Homo sapiens DNA, sequence_id: unplaced_0264
JX135607.1	Bacterium PRO-MP10 16S ribosomal RNA gene, partial sequence
XR_006321547.1	PREDICTED: Erigeron canadensis 28S ribosomal RNA (LOC122584539), rRNA
JX696321.1	Uncultured bacterium clone C1::G9RA0RH03GC4AV 16S ribosomal RNA gene, partial sequence
GQ007432.1	Uncultured bacterium clone nbw104g10c1 16S ribosomal RNA gene, partial sequence
FQ226474.1	Rattus norvegicus TL0AEA2YA23 mRNA sequence
OU607596.1	Thunnus albacares genome assembly, chromosome: 5
NM_001302510.2	Homo sapiens matrix metallopeptidase 2 (MMP2), transcript variant 5, mRNA
K02431.1	Rat U1 small nuclear RNA pseudogene, clone 3-3
BC136426.1	Homo sapiens zinc finger protein 701, mRNA (cDNA clone MGC:168038 IMAGE:9020415), complete cds
AC212916.4	Pan troglodytes BAC clone CH251-593E24 from chromosome 7, complete sequence
EU272604.1	Aurelia sp. PC-2008 18S small subunit ribosomal RNA gene, partial sequence
CP061314.1	Polynucleobacter corsicus strain AP-Melu-1000-A1 chromosome, complete genome
AC245464.3	Homo sapiens BAC clone CH17-336L6 from chromosome 3, complete sequence
XM_039478367.1	PREDICTED: Saimiri boliviensis boliviensis CORO7-PAM16 readthrough (CORO7-PAM16), transcript variant X2, mRNA
XM_045447485.1	PREDICTED: Leopardus geoffroyi RAB10, member RAS oncogene family (RAB10), transcript variant X2, mRNA
AL357713.11	Human DNA sequence from clone RP11-3J23 on chromosome 1, complete sequence
AB209598.1	Homo sapiens mRNA for transforming growth factor, beta-induced, 68kDa variant protein
AC280214.1	Pan troglodytes chromosome unknown clone CH251-58F19, complete sequence
GU927811.1	Uncultured eukaryote clone F5K2Q4C04JK1E8 28S ribosomal RNA gene, partial sequence
CP086111.1	Skermanella rosea strain KEMB 2255-458 chromosome, complete genome
Z18694.1	Tinca tinca 28S rRNA, 5' end (C1, D1, and C2 domains)
NM_001271043.2	Homo sapiens nuclear factor I X (NFIX), transcript variant 1, mRNA
XM_015457869.2	PREDICTED: Macaca fascicularis RAD21 cohesin complex component like 1 (RAD21L1), transcript variant X3, mRNA
AF061796.1	Branchiostoma floridae 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
NM_001258026.2	Homo sapiens triosephosphate isomerase 1 (TPI1), transcript variant 3, mRNA
AC211007.5	Pan troglodytes BAC clone CH251-679G3 from chromosome 7, complete sequence
XM_045449184.1	PREDICTED: Leopardus geoffroyi protein mono-ADP-ribosyltransferase PARP6 (LOC123582754), transcript variant X9, mRNA
U65135.1	Mantispa pulchella 18S ribosomal RNA gene, partial sequence
KC246186.1	Uncultured bacterium clone XSLB032 16S ribosomal RNA gene, partial sequence
XM_045499328.1	PREDICTED: Leopardus geoffroyi myristoylated alanine rich protein kinase C substrate (MARCKS), mRNA
AC192151.3	Pan troglodytes BAC clone CH251-533O18 from chromosome 3, complete sequence
CP072392.1	Aquabacter sp. L1I39 chromosome
XR_006614511.1	PREDICTED: Hordeum vulgare subsp. vulgare 28S ribosomal RNA (LOC123414579), rRNA
CP071123.1	Streptomyces lividans strain TK24 DG2-P41 chromosome, complete genome
JQ705793.1	Homo sapiens clone 9198 mitochondrion, complete genome
MW644913.1	Alternaria alternata isolate 18NL large subunit ribosomal RNA gene, partial sequence
AC007686.5	Homo sapiens chromosome 14 clones CTD-2289B16, RP11-116N21, RP11-7F17, complete sequence
XR_005716831.1	PREDICTED: Ixodes scapularis small subunit ribosomal RNA (LOC120845629), rRNA
AC008044.4	Homo sapiens chromosome 14 BAC containing genes for ABH and nuclear receptor coactivator NCoA-62, complete sequence
XR_005881868.1	Drechmeria coniospora 28S ribosomal RNA (DCS_r1), partial rRNA
XR_006403654.1	PREDICTED: Thunnus albacares 28S ribosomal RNA (LOC122983263), rRNA
AF109362.1	Homo sapiens MSTP008 mRNA, complete cds
GU822827.1	Uncultured rhizarian clone BCI5F14RM1F08 18S ribosomal RNA gene, partial sequence
AC008675.5	Homo sapiens chromosome 5 clone CTB-45I8, complete sequence
XR_004955496.1	PREDICTED: Rousettus aegyptiacus 5S ribosomal RNA (LOC118613487), rRNA
AK092410.1	Homo sapiens cDNA FLJ35091 fis, clone PLACE6005786
CP049930.1	Ustilaginoidea virens strain P1 chromosome 6
BK033972.1	MAG TPA_asm: Caudoviricetes sp. isolate ct2Fx2, partial genome
NG_008210.2	Homo sapiens synemin (SYNM), RefSeqGene (LRG_415) on chromosome 15
AL121900.26	Human DNA sequence from clone RP11-379J5 on chromosome 20, complete sequence
AC092272.2	Homo sapiens chromosome 5 clone CTC-339E17, complete sequence
JQ229555.1	Uncultured beta proteobacterium clone ALC-INI-G2 16S ribosomal RNA gene, partial sequence
AC191721.2	Pan troglodytes BAC clone CH251-587E2 from chromosome 1, complete sequence
HM852890.1	Homo sapiens isolate Georgian36 mitochondrion, complete genome
LK055799.1	Uncultured bacterium partial 16S rRNA gene, clone OTU512
AL590128.11	Human DNA sequence from clone RP11-312B8 on chromosome 1, complete sequence
AC240169.3	Homo sapiens FOSMID clone COR2A-DD0002RCQNU_A23 from chromosome 22, complete sequence
AL645504.10	Human DNA sequence from clone RP11-90L20 on chromosome 1, complete sequence
AC106722.5	Homo sapiens 3 BAC RP11-107G13 (Roswell Park Cancer Institute Human BAC Library) complete sequence
XM_010336139.2	PREDICTED: Saimiri boliviensis boliviensis paired related homeobox 1 (PRRX1), transcript variant X1, mRNA
CP073676.1	Burkholderia cenocepacia strain toggle4 chromosome 3, complete sequence
LK000134.1	TPA: Acidovorax sp. JS42 tRNA-Leu-GAG-1-1 gene
AF042836.1	Homo sapiens cystathionine beta-synthase (CBS) gene, major and minor alternative splice products, complete cds
NG_029786.1	Homo sapiens dehydrodolichyl diphosphate synthase subunit (DHDDS), RefSeqGene on chromosome 1
NM_001280791.2	Homo sapiens surfeit 4 (SURF4), transcript variant 5, mRNA
AB920859.1	Uncultured Limnohabitans sp. gene for 16S rRNA, partial sequence
XM_005544864.3	PREDICTED: Macaca fascicularis enolase 1 (ENO1), transcript variant X2, mRNA
XR_005030337.1	PREDICTED: Manis pentadactyla U1 spliceosomal RNA (LOC118926100), ncRNA
CP048451.1	Burkholderia multivorans strain P1Bm2012b chromosome 1, complete sequence
AY304483.1	Homo sapiens arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) (ASNA1) gene, complete cds
XM_008013484.2	PREDICTED: Chlorocebus sabaeus eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), transcript variant X3, mRNA
XR_006150693.1	PREDICTED: Dipodomys spectabilis 28S ribosomal RNA (LOC122124938), rRNA
AC005995.3	Homo sapiens PAC clone RP1-42M2 from 7, complete sequence
CP003184.1	Thermoanaerobacterium saccharolyticum JW/SL-YS485, complete genome
CP007744.1	Pectobacterium atrosepticum strain JG10-08, complete genome
NR_076487.1	Chlorobium phaeovibrioides strain DSM 265 23S ribosomal RNA gene, complete sequence
AC005899.1	Homo sapiens chromosome 17, clone hRPK.227_G_15, complete sequence
AP023493.1	Homo sapiens DNA, sequence_id: unplaced_0008
GQ259366.1	Gorilla gorilla isolate G1 snaR-A gene, complete sequence
OL741833.1	Stenotrophomonas maltophilia strain RM-11 16S ribosomal RNA gene, partial sequence
AK297878.1	Homo sapiens cDNA FLJ52573 complete cds, highly similar to Elongation factor 1-alpha 1
NG_029717.2	Homo sapiens VRK serine/threonine kinase 2 (VRK2), RefSeqGene on chromosome 2
AP024589.1	Staphylococcus auricularis JCM 2421 DNA, complete genome
NG_008966.1	Homo sapiens tubulin alpha 1a (TUBA1A), RefSeqGene on chromosome 12
CU674377.1	Synthetic construct Homo sapiens gateway clone IMAGE:100017284 3' read EIF3E mRNA
CP083469.1	Cyberlindnera sargentensis strain SHA 17.2 chromosome VI
XM_008006256.2	PREDICTED: Chlorocebus sabaeus heat shock protein family A (Hsp70) member 5 (HSPA5), mRNA
OL757784.1	Rhizobium subbaraonis strain WD-T3 16S ribosomal RNA gene, partial sequence
LK005944.1	TPA: Dechloromonas aromatica RCB tRNA-Asn-GTT-1-1 gene
CU690851.1	Synthetic construct Homo sapiens gateway clone IMAGE:100021441 3' read EHD4 mRNA
AL035701.13	Human DNA sequence from clone RP1-8B1 on chromosome 6p11.2-21.1, complete sequence
XM_005572298.3	PREDICTED: Macaca fascicularis ribosomal protein L6 (RPL6), transcript variant X2, mRNA
XR_006660734.1	PREDICTED: Coregonus clupeaformis 5S ribosomal RNA (LOC123489898), rRNA
AL096801.18	Human DNA sequence from clone RP1-181J13 on chromosome 6p12.2-21.1, complete sequence
BC070067.1	Homo sapiens misato homolog 1 (Drosophila), mRNA (cDNA clone IMAGE:4828998)
AK222519.1	Homo sapiens mRNA for eukaryotic translation elongation factor 1 alpha 1 variant, clone: adSE01124
NR_103116.1	Burkholderia phenoliruptrix strain BR3459a 23S ribosomal RNA gene, complete sequence
KF066014.1	Uncultured bacterium clone nbw518h09c1 16S ribosomal RNA gene, partial sequence
AB590201.1	Synthetic construct DNA, clone: pFN21AE1489, Homo sapiens TNFRSF1A gene for tumor necrosis factor receptor superfamily, member 1A, without stop codon, in Flexi system
GU925425.1	Uncultured bacterium clone F5K2Q4C04JIG6K 23S ribosomal RNA gene, partial sequence
KF720733.1	Thauera phenylacetica strain WWTP-51 16S ribosomal RNA gene, partial sequence
AC241607.2	Chlorocebus aethiops BAC clone CH252-44K20 from chromosome 6, complete sequence
KJ600866.1	Uncultured bacterium clone 69A 16S ribosomal RNA gene, partial sequence
KC802591.1	Uncultured bacterium clone FS2_SO_249 16S ribosomal RNA gene, partial sequence
NC_058016.1	Zalophus japonicus mitochondrion, complete genome
CR381653.11	Human DNA sequence from clone bP-21264C1 on chromosome 21, complete sequence
XM_045372174.1	PREDICTED: Macaca fascicularis RNA binding motif protein 4 (RBM4), transcript variant X2, mRNA
XM_043391394.1	PREDICTED: Amphibalanus amphitrite actin, clone 403 (LOC122394494), transcript variant X4, mRNA
AP023908.1	Homo sapiens DNA, sequence_id: unplaced_0423
XM_005582456.3	PREDICTED: Macaca fascicularis SET and MYND domain containing 4 (SMYD4), transcript variant X4, mRNA
LR990965.1	Craniophora ligustri genome assembly, chromosome: 11
EU832679.1	Synthetic construct Homo sapiens clone HAIB:100067708; DKFZo004A0232 microfibrillar associated protein 5 protein (MFAP5) gene, encodes complete protein
KC498511.1	Uncultured bacterium clone C7t2u60 16S ribosomal RNA gene, partial sequence
AK315826.1	Homo sapiens cDNA, FLJ79475 complete cds, highly similar to Keratin, type II cytoskeletal 8
JN018327.1	Stygophrynus sp. 3 JA-2011 voucher MNHN-JAC60 28S ribosomal RNA gene, partial sequence
XR_006403656.1	PREDICTED: Thunnus albacares 28S ribosomal RNA (LOC122983266), rRNA
AB753890.1	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS5m_46
XM_045378871.1	PREDICTED: Macaca fascicularis zinc finger protein 382 (ZNF382), transcript variant X23, mRNA
AC092919.5	Homo sapiens 3q BAC RP11-185E8 (Roswell Park Cancer Institute Human BAC Library) complete sequence
OU939235.1	uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus00530
CP086715.1	Vanrija pseudolonga isolate DUCC4014 chromosome 2
XM_039464345.1	PREDICTED: Saimiri boliviensis boliviensis tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta (YWHAZ), transcript variant X2, mRNA
AC190188.1	Pan troglodytes BAC clone CH251-584O14 from chromosome 9, complete sequence
XR_005241504.1	PREDICTED: Chlorocebus sabaeus actin, cytoplasmic 1-like (LOC103217461), misc_RNA
NM_001164266.1	Homo sapiens latent transforming growth factor beta binding protein 3 (LTBP3), transcript variant 3, mRNA
KF175205.1	Homo sapiens clone 41 nuclear pore complex-interacting protein (NPIP) mRNA, partial cds
CP058971.1	Micrococcus luteus strain V017 chromosome, complete genome
AB463342.1	Synthetic construct DNA, clone: pF1KB8444, Homo sapiens CRKL gene for v-crk sarcoma virus CT10 oncogene homolog, without stop codon, in Flexi system
GU925150.1	Uncultured bacterium clone F5K2Q4C04JR8QP 23S ribosomal RNA gene, partial sequence
HM322784.1	Uncultured bacterium clone ncd403b09c1 16S ribosomal RNA gene, partial sequence
EU811622.1	Uncultured fungus clone F27_35 18S ribosomal RNA gene, partial sequence
MN244895.1	Azorhizobium sp. strain UYSP03B 16S ribosomal RNA gene, partial sequence
CP040409.1	Dolosigranulum pigrum strain KPL3274 chromosome, complete genome
AC245081.2	Homo sapiens BAC clone CH17-343P10 from chromosome 19, complete sequence
AC138836.2	Homo sapiens chromosome 5 clone RP11-1221E9, complete sequence
XM_045292533.1	PREDICTED: Echinops telfairi heterogeneous nuclear ribonucleoprotein L (HNRNPL), transcript variant X1, mRNA
MZ300890.1	[Candida] atlantica isolate Sp30 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
MW695712.1	Uncultured eukaryote clone ETNP_161_18SrRNA_OTU_556 small subunit ribosomal RNA gene, partial sequence
OL655386.1	Paenarthrobacter sp. strain KN0901 16S ribosomal RNA gene, partial sequence
AK309929.1	Homo sapiens cDNA, FLJ99970
CP072844.1	Psychrosphaera aestuarii strain PSC101 chromosome, complete genome
XM_045490495.1	PREDICTED: Leopardus geoffroyi tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon (YWHAE), transcript variant X2, mRNA
XM_039470994.1	PREDICTED: Saimiri boliviensis boliviensis non-histone chromosomal protein HMG-14 (LOC120364624), mRNA
OL310207.1	Homo sapiens clone ABC9_3_5_000043988600_P20 chromosome 22 sequence, complete sequence
JQ627513.1	Uncultured Basidiomycota clone B1_7_1E_116 small subunit ribosomal RNA gene, partial sequence
D17357.1	Homo sapiens activin beta-A gene, regulatory sequence of 5'upstream region
XM_045365947.1	PREDICTED: Macaca fascicularis peptidyl-prolyl cis-trans isomerase NIMA-interacting 4-like (LOC123567581), mRNA
LK055385.1	Uncultured bacterium partial 16S rRNA gene, clone OTU98
BC104650.1	Homo sapiens family with sequence similarity 128, member A, mRNA (cDNA clone IMAGE:6733400), partial cds
KF071457.1	Uncultured bacterium clone ncd501e08c1 16S ribosomal RNA gene, partial sequence
XR_006371479.1	PREDICTED: Gambusia affinis 5S ribosomal RNA (LOC122836314), rRNA
AC097654.2	Homo sapiens BAC clone RP11-280K20 from 4, complete sequence
CU640366.1	Podospora anserina S mat+ genomic DNA chromosome 2, supercontig 2
HQ058556.1	Uncultured Acidovorax sp. clone F5OHPNU07HVM6D 16S ribosomal RNA gene, partial sequence
JX219390.1	Rhodobacter sp. SL24 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence
AC018705.10	Homo sapiens BAC clone RP11-95E2 from 7, complete sequence
XR_005621032.1	PREDICTED: Pimephales promelas 5S ribosomal RNA (LOC120472468), rRNA
XR_005199827.1	PREDICTED: Cebus imitator 5S ribosomal RNA (LOC119470856), rRNA
AP024937.1	Thermus thermophilus AK1 DNA, complete genome
XM_017506931.2	PREDICTED: Cebus imitator heparan sulfate proteoglycan 2 (HSPG2), transcript variant X6, mRNA
XR_006612487.1	PREDICTED: Hordeum vulgare subsp. vulgare 28S ribosomal RNA (LOC123406832), rRNA
FJ515838.1	Homo sapiens isolate CHD2-VI-T chromodomain-helicase-dna-binding protein 2 (CHD2) gene, complete cds
NG_033014.1	Homo sapiens unc-13 homolog B (UNC13B), RefSeqGene on chromosome 9
AC108080.2	Homo sapiens chromosome 5 clone CTC-315N8, complete sequence
NM_001123363.4	Homo sapiens RANBP2 like and GRIP domain containing 6 (RGPD6), transcript variant 1, mRNA
AL137144.14	Human DNA sequence from clone RP11-210E23 on chromosome 13q31.1-32.3, complete sequence
6YAL_2	Chain 2, 18S ribosomal RNA
AK125436.1	Homo sapiens cDNA FLJ43447 fis, clone OCBBF2032590, weakly similar to H.sapiens mRNA for melanoma-associated chondroitin sulfate proteoglycan
OV049861.1	Melanargia galathea genome assembly, chromosome: 6
OL636322.1	Sphingomonas ursincola strain S_WO.AB16.050 16S ribosomal RNA gene, partial sequence
XM_005550933.3	PREDICTED: Macaca fascicularis RAB19, member RAS oncogene family (RAB19), mRNA
AC003036.1	Homo sapiens Xp22 PAC RPCI1-108M6 (Roswell Park Cancer Center PAC library) complete sequence
AC024032.5	Homo sapiens BAC clone RP11-196J14 from 4, complete sequence
AC025449.6	Homo sapiens chromosome 5 clone CTD-2124B8, complete sequence
Z98049.1	Human DNA sequence from clone RP3-427A4 on chromosome 6q26-27, complete sequence
GQ844873.1	Stephanodiscus sp. KHR001 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
CT573213.2	Frankia alni str. ACN14A chromosome, complete sequence
GQ092771.1	Uncultured bacterium clone nbw419a12c1 16S ribosomal RNA gene, partial sequence
CP080954.1	Rhodococcus opacus PD630 chromosome, complete genome
KF357138.1	Uncultured eukaryote clone 99 isolation-source soil oxic incubation T0h 18S ribosomal RNA gene, partial sequence
AC092143.4	Homo sapiens chromosome 16 clone RP11-566K11, complete sequence
NM_001350735.2	Homo sapiens thioredoxin domain containing 15 (TXNDC15), transcript variant 2, mRNA
MW829488.1	Arapaima gigas small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and large subunit ribosomal RNA gene, complete sequence
KF110670.1	Uncultured bacterium clone nck348g05c1 16S ribosomal RNA gene, partial sequence
XR_001487775.2	PREDICTED: Macaca fascicularis polyadenylate-binding protein 1-like (LOC102144659), misc_RNA
AF245364.1	Planctomyces brasiliensis 23S ribosomal RNA gene, partial sequence
OU500603.1	uncultured Pleosporales genomic DNA sequence contains ITS1
AC116644.4	Homo sapiens BAC clone RP11-678J5 from 4, complete sequence
XM_017542277.2	PREDICTED: Cebus imitator coiled-coil domain containing 6 (CCDC6), mRNA
LR976294.1	uncultured bacterium partial 16S rRNA gene
AC140318.4	Mus musculus BAC clone RP23-400F19 from 9, complete sequence
DQ273835.1	Rhizophydium sp. JEL316 isolate AFTOL-ID 1535 28S ribosomal RNA gene, partial sequence
AP012211.1	Eggerthella sp. YY7918 DNA, complete genome
DQ190274.1	Bacterium UASWS0061 16S ribosomal RNA gene, partial sequence
HQ914786.1	Caretta caretta 18S ribosomal RNA gene, partial sequence
AM901734.1	Uncultured ascomycete ITS region including 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, clone BF-OTU361
KF927450.1	Uncultured bacterium clone MD17 16S ribosomal RNA gene, partial sequence
XR_004951205.1	PREDICTED: Rousettus aegyptiacus 5S ribosomal RNA (LOC118603366), rRNA
OL539695.1	Corynebacterium tuberculostearicum strain AF1 16S ribosomal RNA gene, partial sequence
M91181.1	Echinorhinus cookei 18S ribosomal RNA gene
XM_017521495.2	PREDICTED: Cebus imitator tubulin beta chain-like (LOC108299116), mRNA
GU924281.1	Uncultured bacterium clone F5K2Q4C04H97HY 23S ribosomal RNA gene, partial sequence
AL592488.7	Human DNA sequence from clone RP11-219P18 on chromosome 9, complete sequence
XM_045390416.1	PREDICTED: Macaca fascicularis piggyBac transposable element derived 2 (PGBD2), transcript variant X2, mRNA
DQ533066.1	Meiacanthus oualanensis 28S large subunit ribosomal RNA gene, partial sequence
KF626105.1	Clambidae sp. UPOL 001320 28S ribosomal RNA gene, partial sequence
AC254962.1	Homo sapiens chromosome 15 clone VMRC53-459P16, complete sequence
AY192700.1	Thracia meridionalis 18S ribosomal RNA gene, partial sequence
AB971807.1	Anaerococcus prevotii gene for 16S ribosomal RNA, partial sequence, strain: JCM 6508
XR_006695329.1	PREDICTED: Macaca fascicularis uncharacterized LOC102132766 (LOC102132766), transcript variant X1, ncRNA
KF071128.1	Uncultured bacterium clone ncd240g06c1 16S ribosomal RNA gene, partial sequence
XR_006697957.1	PREDICTED: Macaca fascicularis small nucleolar RNA SNORA24 (LOC123573228), ncRNA
CP061994.1	Aureobasidium melanogenum strain TN3-1 chromosome 15
XM_045374445.1	PREDICTED: Macaca fascicularis talin 1 (TLN1), transcript variant X9, mRNA
XM_045495134.1	PREDICTED: Leopardus geoffroyi chromobox 3 (CBX3), transcript variant X3, mRNA
FQ213596.1	Rattus norvegicus TL0AAA46YN12 mRNA sequence
KJ806319.1	Acinetobacter haemolyticus strain T-B5A 16S ribosomal RNA gene, partial sequence
XM_015451952.2	PREDICTED: Macaca fascicularis matrin 3 (MATR3), transcript variant X7, mRNA
OL813877.1	Neofusicoccum brasiliense isolate AV3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
KF911329.1	Roseateles terrae strain HME9445 16S ribosomal RNA gene, partial sequence
