sseqid	sseq_name
PHT25727.1	hypothetical protein CQW23_34649 [Capsicum baccatum]
MBT9597636.1	No_Species
WP_087762650.1	tyrosine-protein phosphatase [Serratia marcescens]
ATP72213.1	hypothetical protein 0_8850_02, partial [Pinus pinaster]
KUZ00140.1	hypothetical protein WS47_00755 [Burkholderia territorii]
KJV27263.1	hypothetical protein VI01_19410 [Pantoea sp. SM3]
WP_171893724.1	YeiH family putative sulfate export transporter, partial [Serratia marcescens]
CDO36114.1	hypothetical protein SPHV1_230053 [Novosphingobium sp. KN65.2]
CUX28059.1	conserved hypothetical protein [Agrobacterium sp. NCPPB 925]
KON98421.1	RNAase [Aneurinibacillus migulanus]
CAG2137446.1	hypothetical protein LMG6866_01626 [Ralstonia mannitolilytica]
WP_223615837.1	ABC transporter ATP-binding protein [Phyllobacterium calauticae]
WP_215900923.1	mercuric ion transporter MerT, partial [Acinetobacter seifertii]
WP_142082364.1	DUF1840 domain-containing protein [Acidovorax temperans]
EFO31445.1	conserved hypothetical protein [Roseibium sp. TrichSKD4]
XP_022871897.1	uncharacterized protein LOC111390994 [Olea europaea var. sylvestris]
OXK63765.1	hypothetical protein CDL35_06215, partial [Escherichia coli]
PWN31189.1	hypothetical protein FA14DRAFT_111099, partial [Meira miltonrushii]
EWR62160.1	hypothetical protein T981_00001 [Staphylococcus aureus WMCA6086]
PNJ00012.1	ZNF212 isoform 5, partial [Pan troglodytes]
MBU1487208.1	No_Species
WP_133363108.1	50S ribosomal protein L4 [Periweissella cryptocerci]
GBQ89552.1	hypothetical protein AA3250_1842 [Gluconobacter albidus NBRC 3250]
QNS30756.1	ATP synthase subunit 6, partial (mitochondrion) [Homo sapiens]
WP_071707834.1	DNA-directed RNA polymerase subunit alpha [Weissella confusa]
WP_205979779.1	hypothetical protein, partial [Paraburkholderia sp. Se-20369]
EHH17083.1	hypothetical protein EGK_13387, partial [Macaca mulatta]
HBO82353.1	No_Species
VCK98969.1	translation elongation factor Tu [Burkholderia pseudomallei]
WP_130269957.1	metalloregulator ArsR/SmtB family transcription factor [Phyllobacterium myrsinacearum]
KAF7807777.1	Regulator of rDNA transcription protein 15 [Senna tora]
XP_044990362.1	proline-rich protein 12 isoform X2 [Jaculus jaculus]
CAI12206.1	centaurin, gamma-like family, member 7, partial [Homo sapiens]
PKU53904.1	hypothetical protein CP885_28135 [Klebsiella pneumoniae]
WP_112525349.1	MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [unclassified Phyllobacterium]
MBR7514120.1	No_Species
WP_250547193.1	(d)CMP kinase, partial [Serratia marcescens]
WP_134223907.1	DNA topoisomerase III [Herbaspirillum huttiense]
EFR92492.1	conserved hypothetical protein, partial [Listeria innocua FSL J1-023]
AAA99657.1	Ynl2444p [Saccharomyces cerevisiae]
WP_044395516.1	phosphonate metabolism transcriptional regulator PhnF [Acidovorax temperans]
WP_034332654.1	glycosyltransferase family 1 protein [Herbaspirillum sp. B39]
WP_165751923.1	thioredoxin [Burkholderia ambifaria]
WP_165711916.1	ABC transporter ATP-binding protein [Lactococcus garvieae]
WP_154292209.1	MULTISPECIES: hypothetical protein [Serratia]
QCD89787.1	hypothetical protein DEO72_LG4g736 [Vigna unguiculata]
ABN50032.1	putative senescence-associated protein, partial [Trichosanthes dioica]
MBY0570475.1	No_Species
WP_166675523.1	MULTISPECIES: TerC family protein [unclassified Herbaspirillum]
MBU4423757.1	No_Species
ABE05729.1	hypothetical protein UTI89_C0223 [Escherichia coli UTI89]
WP_033637345.1	type B 50S ribosomal protein L31 [Serratia marcescens]
EKU51890.1	hypothetical protein ACINWC348_A0062 [Acinetobacter baumannii WC-348]
CRH32013.1	Putative membrane protein [Pantoea ananatis]
XP_025234299.1	nucleolar protein 56-like [Theropithecus gelada]
AOE05674.1	hypothetical protein [uncultured bacterium]
MBK6653644.1	No_Species
KRL64695.1	hypothetical protein FC85_GL001211 [Lentilactobacillus diolivorans DSM 14421]
CAB5283119.1	hypothetical protein IST495A_03978 [Burkholderia multivorans]
WP_134134206.1	MULTISPECIES: DNA topoisomerase III [Herbaspirillum]
KAH7430097.1	hypothetical protein KP509_09G083600 [Ceratopteris richardii]
WP_215905633.1	mercuric ion transporter MerT, partial [Acidithiobacillus sp. MC2.2]
EDZ71352.1	YJL138Cp-like protein [Saccharomyces cerevisiae AWRI1631]
KAI2530446.1	protein phosphatase 4 regulatory subunit 2, partial [Homo sapiens]
WP_143556285.1	hypothetical protein [Serratia marcescens]
WP_237829555.1	GTP-binding protein, partial [Escherichia coli]
WP_043942014.1	FAD-dependent oxidoreductase [Weissella cibaria]
EOA84418.1	hypothetical protein SETTUDRAFT_111947 [Exserohilum turcica Et28A]
VTZ92633.1	hypothetical protein LRHP344_01106 [Lacticaseibacillus rhamnosus]
RWU03854.1	hypothetical protein EA138_14425 [Anoxybacillus flavithermus]
WP_223611843.1	5-aminolevulinate synthase [Phyllobacterium calauticae]
WP_174080793.1	NAD(P)H-binding protein, partial [Rhizobium rhizogenes]
GGK37339.1	hypothetical protein GCM10010965_32680 [Caldalkalibacillus thermarum]
VVU50687.1	hypothetical protein BAN20980_03405 [Burkholderia anthina]
WP_186825467.1	UDP-3-O-acyl-N-acetylglucosamine deacetylase, partial [Klebsiella pneumoniae]
AAV73464.1	cytochrome c oxidase subunit 1, partial (mitochondrion) [Homo sapiens]
WP_091883259.1	MULTISPECIES: VOC family protein [unclassified Phyllobacterium]
WP_121037928.1	MULTISPECIES: glycosyltransferase family 1 protein [Herbaspirillum]
WP_033874296.1	FAD-dependent oxidoreductase, partial [Pseudomonas aeruginosa]
XP_019331110.1	Tar1p [Candida albicans SC5314]
WP_039788330.1	MULTISPECIES: LysR family transcriptional regulator [Herbaspirillum]
EAY63913.1	ATP-dependent Clp protease ATP-binding subunit clpA [Burkholderia cenocepacia PC184]
PHT24485.1	Protein TAR1 [Capsicum baccatum]
RZI69425.1	MAG: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, partial [Variovorax sp.]
SQC42664.1	glycine cleavage system transcriptional activator [Klebsiella pneumoniae]
WP_153266252.1	MULTISPECIES: hypothetical protein [Serratia]
QVV77626.1	malate synthase A, partial [Serratia marcescens]
WP_149587283.1	SDR family oxidoreductase [Tabrizicola flagellatus]
WP_148192531.1	LysR family transcriptional regulator, partial [Klebsiella pneumoniae]
WP_046543885.1	MULTISPECIES: hypothetical protein [Burkholderia]
WP_091885428.1	iron ABC transporter permease [Phyllobacterium sp. OV277]
MCM3086297.1	No_Species
WP_147880390.1	molybdate ABC transporter substrate-binding protein [Serratia ureilytica]
ABA47866.1	leucyl-tRNA synthetase [Burkholderia pseudomallei 1710b]
ODN25816.1	hypothetical protein BGI28_18140 [Burkholderia contaminans]
ECA9116913.1	No_Species
MCO1609151.1	No_Species
WP_175011476.1	hypothetical protein [Burkholderia lata]
QLJ27967.1	amino-acid N-acetyltransferase, partial [Serratia marcescens]
WP_222217207.1	AraC family transcriptional regulator ligand-binding domain-containing protein, partial [Burkholderia contaminans]
MCM3755058.1	No_Species
MBN9136959.1	No_Species
MCB4349071.1	No_Species
VFV46461.1	Hypothetical predicted protein, partial [Lynx pardinus]
OYU42706.1	MAG: chromosomal replication initiation protein DnaA, partial [Burkholderiales bacterium PBB4]
WP_046544490.1	porin [Burkholderia contaminans]
KAG8155865.1	hypothetical protein JTE90_008714 [Oedothorax gibbosus]
WP_099088589.1	decarboxylating 6-phosphogluconate dehydrogenase [Weissella cibaria]
KAF4791244.1	Structural maintenance of chromosomes protein 3 [Turdus rufiventris]
MCP6445937.1	No_Species
XP_023406503.1	methylthioribulose-1-phosphate dehydratase isoform X2 [Loxodonta africana]
WP_099998032.1	M3 family oligoendopeptidase [Phyllobacterium zundukense]
WP_053327592.1	DNA repair ATPase [Chryseobacterium gallinarum]
WP_235767179.1	AAA family ATPase, partial [Pseudomonas aeruginosa]
WP_261722333.1	ROK family protein [Weissella cibaria]
WP_210276013.1	glycosyltransferase family 4 protein [Phyllobacterium sp. P30BS-XVII]
KAI2583667.1	aminopeptidase puromycin sensitive, partial [Homo sapiens]
XP_032609388.1	laminin subunit beta-4 isoform X2 [Hylobates moloch]
CFO04540.1	protein kinase [Bordetella pertussis]
KAH8299148.1	hypothetical protein KR044_011907 [Drosophila immigrans]
WP_163047151.1	AAA family ATPase, partial [Acinetobacter nosocomialis]
WP_255915520.1	SRPBCC family protein [Tahibacter harae]
EAW99820.1	hCG1820523 [Homo sapiens]
WP_250297361.1	transposase, partial [Escherichia coli]
WP_146640522.1	iron-containing alcohol dehydrogenase, partial [Salmonella enterica]
MBH2569826.1	No_Species
MCI4077704.1	No_Species
NDB44985.1	No_Species
WP_171523681.1	cbb3-type cytochrome c oxidase subunit I, partial [Acinetobacter baumannii]
WP_142910234.1	hypothetical protein, partial [Klebsiella pneumoniae]
WP_246520475.1	isochorismatase family protein [Microvirga arabica]
WP_171884682.1	(2,3-dihydroxybenzoyl)adenylate synthase [Serratia marcescens]
AAN83387.1	Zinc resistance-associated protein precursor [Escherichia coli CFT073]
WP_226120799.1	porin [Burkholderia contaminans]
WP_206123232.1	nuclear transport factor 2 family protein, partial [Burkholderia sp. Ac-20392]
TIQ15481.1	MAG: saccharopine dehydrogenase family protein, partial [Mesorhizobium sp.]
MCB1897721.1	No_Species
EAY64466.1	Glucose-6-phosphate isomerase [Burkholderia cenocepacia PC184]
XP_031516444.1	LOW QUALITY PROTEIN: sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) [Papio anubis]
MBS0545077.1	No_Species
WP_206601758.1	MFS transporter [Herbaspirillum aquaticum]
WP_049027396.1	alkaline phosphatase family protein, partial [Burkholderia cenocepacia]
XP_049989912.1	GTP-binding nuclear protein Ran-like, partial [Microtus fortis]
MCK6423076.1	No_Species
WP_039359959.1	MULTISPECIES: porin [Burkholderia]
MBQ9351374.1	No_Species
MCA8880269.1	No_Species
KAI3477541.1	hypothetical protein L1887_60699 [Cichorium endivia]
WP_130269385.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Phyllobacterium myrsinacearum]
UUZ48462.1	hypothetical protein LP420_37915 [Massilia sp. B-10]
WP_223718703.1	protelomerase family protein, partial [Escherichia fergusonii]
WP_105734373.1	acetyl-CoA C-acetyltransferase [Phyllobacterium myrsinacearum]
WP_223615782.1	BatD family protein [Phyllobacterium calauticae]
TIX00642.1	MAG: signal peptidase I, partial [Mesorhizobium sp.]
SDK47470.1	Transposase, partial [Dyella jiangningensis]
WP_174920538.1	ATP-dependent chaperone ClpB [Burkholderia metallica]
NOU11913.1	No_Species
MVZ10951.1	No_Species
AKM38757.1	major facilitator transporter [Burkholderia contaminans]
ATU90730.1	oligoendopeptidase F [Phyllobacterium zundukense]
WP_228204748.1	molybdate ABC transporter substrate-binding protein [Serratia ureilytica]
MBT9515562.1	No_Species
GHG78842.1	hypothetical protein GCM10018980_77420 [Streptomyces capoamus]
OXH81310.1	hypothetical protein CA830_41065, partial [Burkholderia multivorans]
WP_088756057.1	thiolase family protein [Herbaspirillum aquaticum]
WP_124918527.1	hypothetical protein [Burkholderia cepacia]
AOE06185.1	hypothetical protein [uncultured bacterium]
WP_252971779.1	hypothetical protein [Weissella confusa]
MBA3624848.1	No_Species
WP_105735564.1	isochorismatase family cysteine hydrolase [Phyllobacterium myrsinacearum]
MCL4637130.1	No_Species
WP_039370308.1	MULTISPECIES: AadA family aminoglycoside 3''-O-nucleotidyltransferase [Burkholderia]
MCP6105444.1	No_Species
WP_112524360.1	GFA family protein [Phyllobacterium sp. P30BS-XVII]
ELR62590.1	hypothetical protein M91_17072, partial [Bos mutus]
WP_158234611.1	MULTISPECIES: hypothetical protein [unclassified Serratia (in: enterobacteria)]
TKB64484.1	MAG: response regulator [Nitrospira sp.]
REN19555.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, partial [Mycobacterium tuberculosis]
PWV83297.1	regulatory LuxR family protein, partial [Phyllobacterium myrsinacearum]
WP_020164054.1	all3515 family Zur-repressed PEP-CTERM protein [Methyloversatilis discipulorum]
MCC6853192.1	No_Species
WP_201326197.1	glucose-6-phosphate isomerase, partial [Burkholderia sp. E168m23]
WP_198846756.1	UDP-N-acetylmuramate--L-alanine ligase [Acidovorax sp. IB03]
MBN9138621.1	No_Species
PZU61759.1	MAG: thymidylate synthase, partial [Rhizobium sp.]
MBQ9353414.1	No_Species
WP_258256751.1	DUF916 and DUF3324 domain-containing protein [Weissella cibaria]
WP_205814629.1	hypothetical protein [Burkholderia sp. Ac-20345]
CEP24012.1	unnamed protein product [Cyberlindnera jadinii]
XP_019864020.1	PREDICTED: bifunctional glutamate/proline--tRNA ligase-like, partial [Amphimedon queenslandica]
WP_259715419.1	phage replisome organizer N-terminal domain-containing protein [Weissella cibaria]
WP_259715617.1	mevalonate kinase [Weissella cibaria]
WP_165780553.1	hypothetical protein [Virgibacillus profundi]
TKW77755.1	MAG: bifunctional 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, partial [Bradyrhizobium icense]
OCT55184.1	hypothetical protein XELAEV_18004002mg, partial [Xenopus laevis]
WP_107341174.1	autotransporter outer membrane beta-barrel domain-containing protein [Agrobacterium pusense]
MBK0398307.1	No_Species
MBQ9350734.1	No_Species
MCP2839733.1	No_Species
WP_095423650.1	hypothetical protein [Paraburkholderia aromaticivorans]
ARL07427.1	leucine--tRNA ligase [Burkholderia pseudomallei]
VDO49887.1	unnamed protein product [Brugia timori]
WP_098949365.1	MULTISPECIES: efflux RND transporter permease subunit [unclassified Pseudomonas]
WP_060173859.1	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB [Burkholderia cepacia]
XP_017743314.1	PREDICTED: plastin-3, partial [Rhinopithecus bieti]
WP_088751597.1	SEL1-like repeat protein [Herbaspirillum robiniae]
WP_182079994.1	KxYKxGKxW signal peptide domain-containing protein [Weissella cibaria]
PNJ43627.1	DYM isoform 15 [Pongo abelii]
WP_223613985.1	DUF2852 domain-containing protein [Phyllobacterium calauticae]
WP_039344088.1	MULTISPECIES: hypothetical protein [Burkholderia]
WP_234430435.1	cytochrome b N-terminal domain-containing protein, partial [Brucella melitensis]
WP_174986772.1	hypothetical protein [Burkholderia lata]
WP_112523566.1	MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [unclassified Phyllobacterium]
WP_039788931.1	MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS [Herbaspirillum]
KUY87393.1	hypothetical protein WI25_03935 [Burkholderia cepacia]
MBX9318944.1	No_Species
1NP0_C	Chain C, Beta-hexosaminidase subunit beta chain B
WP_247224779.1	ATPase, T2SS/T4P/T4SS family [Weissella cibaria]
OQO93261.1	hypothetical protein B5567_19360, partial [Salmonella enterica subsp. enterica serovar Enteritidis]
MBC7378323.1	No_Species
EFG22286.1	LOW QUALITY PROTEIN: hypothetical protein HMPREF0873_01871, partial [Veillonella sp. 3_1_44]
UDL18776.1	estrogen receptor beta 2, partial [Homo sapiens]
WP_121455253.1	succinate dehydrogenase assembly factor 2 [Acidovorax sp. 106]
TGV81190.1	isoleucine--tRNA ligase, partial [Mesorhizobium sp. M2D.F.Ca.ET.145.01.1.1]
EZQ77853.1	hypothetical protein AF16_04099, partial [Klebsiella pneumoniae CHS 60]
WP_220221371.1	dihydroxy-acid dehydratase, partial [Klebsiella pneumoniae]
WP_126191567.1	efflux RND transporter permease subunit [Serratia marcescens]
WP_134222023.1	GNAT family N-acetyltransferase [Herbaspirillum huttiense]
WP_034335624.1	tRNA 2-thiouridine(34) synthase MnmA, partial [Herbaspirillum sp. B39]
MBS0401647.1	No_Species
ACB68340.1	hypothetical protein BamMC406_5903 [Burkholderia ambifaria MC40-6]
VWC15378.1	tryptophan 2,3-dioxygenase [Burkholderia contaminans]
PPD92628.1	hypothetical protein GOBAR_DD10435 [Gossypium barbadense]
WP_216808717.1	DNA starvation/stationary phase protection protein [Weissella cibaria]
WP_112067680.1	IMP dehydrogenase [Herbaspirillum rubrisubalbicans]
WP_165782181.1	cytochrome c biogenesis protein CcsA, partial [Paraburkholderia hospita]
QGR05066.1	hypothetical protein CTZ24_01065 [Pantoea phytobeneficialis]
WP_106705207.1	molybdate ABC transporter substrate-binding protein, partial [Escherichia coli]
WP_145461361.1	KxYKxGKxW signal peptide domain-containing protein [Weissella cibaria]
WP_134221028.1	MULTISPECIES: SEL1-like repeat protein [Herbaspirillum]
WP_060060869.1	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB [Burkholderia cepacia]
WP_049102099.1	AAA family ATPase, partial [Burkholderia cenocepacia]
WP_084814149.1	isochorismatase family protein [Ensifer sp. 1H6]
MBQ9353351.1	No_Species
XP_015685900.1	CLIP-associating protein 1-like, partial [Protobothrops mucrosquamatus]
WP_034190635.1	molybdenum cofactor biosynthesis F family protein [Burkholderia seminalis]
XP_011891698.1	PREDICTED: centrosomal protein of 170 kDa isoform X1 [Cercocebus atys]
POM20925.1	Cyclic di-GMP-binding protein [Burkholderia cepacia]
MCE3589801.1	No_Species
MBN9138892.1	No_Species
MBV8404879.1	No_Species
WP_205229198.1	hypothetical protein, partial [Enterococcus faecium]
WP_130519733.1	MULTISPECIES: hypothetical protein [Rhizobiaceae]
WP_112524926.1	peptide chain release factor 2 [Phyllobacterium sp. P30BS-XVII]
KEH15901.1	conjugative coupling factor TraD, SXT/TOL subfamily protein, partial [Medicago truncatula]
PZU83296.1	MAG: formyltetrahydrofolate deformylase [Shinella sp.]
MBP6897559.1	No_Species
MBN9138257.1	No_Species
AAF69637.1	PRO2507 [Homo sapiens]
MCM3468354.1	No_Species
WP_099655162.1	MULTISPECIES: succinate dehydrogenase assembly factor 2 [unclassified Acidovorax]
STL12287.1	putative protease inhibitor [Escherichia coli]
WP_060188011.1	molecular chaperone HtpG [Burkholderia ubonensis]
WP_089427169.1	MULTISPECIES: hypothetical protein [Burkholderia]
MBA4114238.1	No_Species
MBS5381122.1	No_Species
TKC43602.1	hypothetical protein EI555_011957 [Monodon monoceros]
XP_012494689.1	PREDICTED: puromycin-sensitive aminopeptidase-like, partial [Propithecus coquereli]
MCC6517543.1	No_Species
WP_223616072.1	amino acid ABC transporter permease [Phyllobacterium calauticae]
MBY0360727.1	No_Species
WP_182510388.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Phyllobacterium sp. P30BS-XVII]
WP_226274209.1	YhaN family protein [Burkholderia sp. AU31624]
PYB06782.1	phosphate ABC transporter substrate-binding protein, partial [Serratia marcescens]
MCH5918658.1	No_Species
WP_139161418.1	hypothetical protein, partial [Acinetobacter baumannii]
MBN8648421.1	No_Species
OGB15115.1	MAG: hypothetical protein A3E23_08650 [Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_65_48]
WP_050470050.1	MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Herbaspirillum]
WP_201326358.1	alpha/beta hydrolase, partial [Burkholderia sp. E168m23]
MBX3329153.1	No_Species
MBX9335347.1	No_Species
WP_104666746.1	Zn-dependent hydrolase [Ensifer adhaerens]
MPZ38108.1	No_Species
WP_226272468.1	CoA transferase [Burkholderia sp. AU31624]
WP_126181324.1	efflux RND transporter permease subunit [Serratia marcescens]
WP_173293604.1	redox-regulated ATPase YchF [Shewanella sp. VB17]
MCP5762125.1	No_Species
WP_230175321.1	hypothetical protein [Rhizobium sp. CECT 9324]
PWV87308.1	oligoendopeptidase F [Phyllobacterium myrsinacearum]
WP_207226747.1	GntR family transcriptional regulator [Phyllobacterium myrsinacearum]
WP_182510087.1	DeoR/GlpR family DNA-binding transcription regulator [Phyllobacterium sp. P30BS-XVII]
OGB48425.1	MAG: EVE domain-containing protein [Burkholderiales bacterium RIFCSPLOWO2_12_FULL_65_40]
HAJ13743.1	No_Species
WP_096448162.1	acetate--CoA ligase [Thauera sp. K11]
WP_134257916.1	MULTISPECIES: VirB4 family type IV secretion system protein [Burkholderia cepacia complex]
KDL97969.1	hypothetical protein AE06_05432, partial [Klebsiella variicola]
PHU07658.1	hypothetical protein BC332_24147 [Capsicum chinense]
MBX3679555.1	No_Species
WP_259718157.1	competence type IV pilus ATPase ComGA [Weissella cibaria]
GJK49134.1	resistance-nodulation-cell division efflux transporter [Serratia marcescens]
WP_059912227.1	gamma-glutamyltransferase [Burkholderia ubonensis]
AAC25602.1	estrogen receptor beta isoform 6, partial [Homo sapiens]
MBA4325161.1	No_Species
XP_017813344.2	centrosomal protein of 170 kDa isoform X1 [Papio anubis]
MBB3355687.1	No_Species
WP_114438866.1	AAA family ATPase [Phyllobacterium salinisoli]
WP_214342010.1	LysR family transcriptional regulator, partial [Serratia marcescens]
WP_260355574.1	DNA starvation/stationary phase protection protein [Leuconostoc suionicum]
2WD5_B	Chain B, Structural Maintenance Of Chromosomes Protein 3
WP_145464892.1	threonine/serine exporter family protein [Weissella cibaria]
MBH1918296.1	No_Species
WP_039367662.1	MULTISPECIES: nuclear transport factor 2 family protein [Burkholderia]
WP_220231970.1	amidohydrolase, partial [Klebsiella pneumoniae]
MBH3264332.1	No_Species
MCG8467919.1	No_Species
WP_261720809.1	threonine/serine exporter family protein [Weissella cibaria]
WP_050470476.1	MULTISPECIES: SEL1-like repeat protein [unclassified Herbaspirillum]
MBW8858106.1	No_Species
WP_176563295.1	transposase, partial [Escherichia coli]
WP_162125617.1	lipid A deacylase LpxR family protein [Pseudoxanthomonas taiwanensis]
NXJ03090.1	No_Species
MBX9293280.1	No_Species
VWC65800.1	tryptophan 2,3-dioxygenase [Burkholderia lata]
MCE1184064.1	No_Species
WP_185968162.1	alkaline phosphatase family protein, partial [Geobacillus sp. LEMMJ02]
WP_226904804.1	glycosyltransferase family 4 protein [Phyllobacterium calauticae]
QGW68093.1	AAA family ATPase [Burkholderia contaminans]
OXH84579.1	glucose-6-phosphate isomerase, partial [Burkholderia multivorans]
WP_049124278.1	AAA family ATPase, partial [Burkholderia cenocepacia]
WP_077236004.1	MULTISPECIES: thiolase family protein [Herbaspirillum]
WP_105771060.1	MULTISPECIES: hypothetical protein [Burkholderia]
WP_182547342.1	GFA family protein [Phyllobacterium myrsinacearum]
SJO78624.1	Putative DNA-invertase from lambdoid prophage Rac [Clostridioides difficile]
WP_050021788.1	DNA repair ATPase [Chryseobacterium sp. P1-3]
SUI54393.1	Linear gramicidin synthase subunit D [Serratia marcescens]
MCB0960425.1	No_Species
KOF63581.1	hypothetical protein OCBIM_22016781mg, partial [Octopus bimaculoides]
ELW58290.1	60S ribosomal protein L6 [Tupaia chinensis]
WP_099789762.1	MULTISPECIES: cold-shock protein [Serratia]
MBN9136506.1	No_Species
MBV8123478.1	No_Species
MBA1849520.1	No_Species
WP_252697595.1	MULTISPECIES: RNase adapter RapZ [Herbaspirillum]
TIX99931.1	MAG: signal peptidase I, partial [Mesorhizobium sp.]
WP_142081214.1	tripartite tricarboxylate transporter permease [Acidovorax temperans]
WP_224159140.1	DUF3324 domain-containing protein [Weissella cibaria]
KAF9662363.1	hypothetical protein SADUNF_Sadunf18G0045500 [Salix dunnii]
MBU0829317.1	No_Species
MCI5067017.1	No_Species
SHL54455.1	ATP-dependent RNA helicase RhlE [Chryseobacterium contaminans]
WP_112523543.1	cation diffusion facilitator family transporter [Phyllobacterium sp. P30BS-XVII]
MBO2467869.1	No_Species
EAW92772.1	hCG2038390, partial [Homo sapiens]
WP_079434349.1	YdiU family protein [Zoogloea sp. LCSB751]
WP_204305620.1	prolipoprotein diacylglyceryl transferase, partial [Klebsiella pneumoniae]
AAR37566.1	hypothetical protein MBMO_EBAC750-11E01.9 [uncultured marine bacterium 313]
MBA9831822.1	No_Species
MBW9335433.1	No_Species
TIU17666.1	MAG: isoleucine--tRNA ligase, partial [Mesorhizobium sp.]
CAF1445657.1	unnamed protein product, partial [Rotaria sordida]
WP_063084118.1	6-phospho-beta-glucosidase [Weissella cibaria]
UCG99433.1	MAG: AAA family ATPase, partial [Burkholderiales bacterium]
WP_023489462.1	30S ribosomal protein S6 [Serratia sp. DD3]
WP_105734103.1	DUF2852 domain-containing protein [Phyllobacterium myrsinacearum]
TRZ05735.1	hypothetical protein HGM15179_021372, partial [Zosterops borbonicus]
WP_039783932.1	thiolase family protein [Herbaspirillum huttiense]
WP_099982014.1	cold-shock protein [Serratia marcescens]
MCA3264511.1	No_Species
WP_223615737.1	isochorismatase family cysteine hydrolase [Phyllobacterium calauticae]
XP_015107994.1	60S ribosomal protein L17-like [Vicugna pacos]
KKL33477.1	hypothetical protein WR30_23125 [Burkholderia contaminans FFH2055]
OQC92434.1	major facilitator transporter [Burkholderia cenocepacia]
MBX9334474.1	No_Species
VWC83846.1	tryptophan 2,3-dioxygenase [Burkholderia lata]
WP_042974535.1	hypothetical protein [Burkholderia sp. AU4i]
CNH55655.1	malate synthase [Yersinia enterocolitica]
MCP1064661.1	No_Species
KAF1855514.1	hypothetical protein Lal_00008051 [Lupinus albus]
KAF4150823.1	hypothetical protein CNMCM6069_005940 [Aspergillus lentulus]
WP_014725552.1	porin [Burkholderia sp. KJ006]
6WG6_B	Chain B, Structural maintenance of chromosomes protein 3
WP_145528065.1	6-phospho-beta-glucosidase [Weissella cibaria]
HCJ71344.1	No_Species
ENA62355.1	hypothetical protein EC180200_4304, partial [Escherichia coli 180200]
WP_196018936.1	(2,3-dihydroxybenzoyl)adenylate synthase [Serratia ureilytica]
KAI2548201.1	single stranded DNA binding protein 1, partial [Homo sapiens]
EHH19035.1	hypothetical protein EGK_19670 [Macaca mulatta]
NMU24901.1	No_Species
XP_015758004.1	PREDICTED: bifunctional glutamate/proline--tRNA ligase-like [Acropora digitifera]
WP_226292479.1	hypothetical protein [Burkholderia contaminans]
ABC65378.1	conserved hypothetical protein [Aster yellows witches'-broom phytoplasma AYWB]
MBQ9352288.1	No_Species
WP_234888684.1	ABC transporter permease subunit [Aeromonas caviae]
WP_049106046.1	gamma-glutamyltransferase, partial [Burkholderia cenocepacia]
TIU82399.1	MAG: signal peptidase I, partial [Mesorhizobium sp.]
MBD4426711.1	No_Species
WP_024912417.1	30S ribosomal protein S6 [Chania multitudinisentens]
WP_210069003.1	AAA family ATPase, partial [Mycobacterium tuberculosis]
AFA36407.1	elongation factor-1 alpha, partial [Stygnopsis sp. DNA104856]
WP_085124175.1	cardiolipin synthase [Tistlia consotensis]
NLD78111.1	No_Species
OXH91735.1	MFS transporter, partial [Burkholderia multivorans]
WP_105733680.1	amino acid ABC transporter permease [Phyllobacterium myrsinacearum]
PAC17698.1	hypothetical protein CD793_17575 [Salmonella enterica subsp. enterica serovar Senftenberg]
MPS43497.1	No_Species
TYH10432.1	hypothetical protein ES288_A07G176000v1, partial [Gossypium darwinii]
XP_036700710.1	inaD-like protein isoform X3 [Balaenoptera musculus]
NLV56028.1	No_Species
EFG22289.1	hypothetical protein HMPREF0873_01868 [Veillonella sp. 3_1_44]
WP_039786249.1	tRNA 2-thiouridine(34) synthase MnmA [Herbaspirillum huttiense]
RYF32056.1	MAG: tripartite tricarboxylate transporter permease [Comamonadaceae bacterium]
MBY4826465.1	No_Species
WP_223614771.1	DeoR/GlpR family DNA-binding transcription regulator [Phyllobacterium calauticae]
WP_182548713.1	acetyl-CoA C-acetyltransferase [Phyllobacterium myrsinacearum]
WP_102664253.1	MULTISPECIES: GNAT family N-acetyltransferase [Herbaspirillum]
NCY04619.1	No_Species
DAD32967.1	TPA_asm: hypothetical protein HUJ06_011818 [Nelumbo nucifera]
WP_066787510.1	tripartite tricarboxylate transporter permease [Acidovorax sp. IB03]
WP_223615723.1	YceD family protein [Phyllobacterium calauticae]
