qseqid,frequency
"hypothetical protein J496_3968, partial [Acinetobacter baumannii 1247182]",1
hypothetical protein BMR85_025780 [Achromobacter sp. KAs 3-5],1
hypothetical protein THIARS_70553 [Thiomonas delicata],1
"LOW QUALITY PROTEIN: cell wall-associated hydrolase, partial [Rhodococcus opacus PD630]",1
MAG: Malate dehydrogenase [Alphaproteobacteria bacterium ADurb.Bin100],1
ABC transporter ATP-binding protein [Secundilactobacillus oryzae],1
hypothetical protein Csp_D29570 [Curvibacter putative symbiont of Hydra magnipapillata],1
MULTISPECIES: GNAT family N-acetyltransferase [unclassified Phyllobacterium],1
hypothetical protein GBA52_010965 [Prunus armeniaca],1
"hCG2038442, partial [Homo sapiens]",1
"hypothetical protein AZZ86_004774, partial [Klebsiella pneumoniae]",1
hypothetical protein F5X68DRAFT_145793 [Plectosphaerella plurivora],1
hypothetical protein BN1182_CK_00120 [Pantoea ananatis],1
"SpoVR family protein, partial [Herbaspirillum sp. B39]",1
acyl-CoA thioesterase II [Shinella lacus],1
"hypothetical protein BTO12_11225, partial [Vibrio splendidus]",1
"hCG2042056, partial [Homo sapiens]",1
cysteine desulfurase [Phyllobacterium myrsinacearum],1
hypothetical protein DXF93_29260 [Escherichia coli],1
"phosphopyruvate hydratase, partial [Aliarcobacter cryaerophilus]",1
hypothetical protein ISN45_Un97g000400 (mitochondrion) [Arabidopsis thaliana x Arabidopsis arenosa],1
hypothetical protein AWRI1631_124160 [Saccharomyces cerevisiae AWRI1631],1
hypothetical protein WR31_11245 [Burkholderia contaminans LMG 23361],1
hypothetical protein FRIGORI9N_420006 [Frigoribacterium sp. 9N],1
hypothetical protein AL1T_31030 [Acinetobacter lwoffii],1
"NBPF family protein, partial [Enterococcus gallinarum]",1
hypothetical protein PROVRETT_09374 [Providencia rettgeri DSM 1131],1
phosphonate metabolism transcriptional regulator PhnF [Acidovorax temperans],1
glycosyltransferase family 1 protein [Herbaspirillum sp. B39],1
metalloregulator ArsR/SmtB family transcription factor [Phyllobacterium trifolii],1
"electron transfer flavoprotein subunit beta/FixA family protein, partial [Burkholderia sp. Bp9015]",1
TPA: augmented in rheumatoid arthritis 2 [Homo sapiens],1
hypothetical protein FD35_GL002115 [Furfurilactobacillus rossiae DSM 15814],1
"MAG: phosphonate C-P lyase system protein PhnL, partial [Brucella intermedia]",1
MAG: hypothetical protein AUK64_2223 [bacterium P201],1
